#
# Results on Thursday November 29 2018 15:15:01 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; WOW64; rv:60.0) Gecko/20100101 Firefox/60.0
# Design number was non-random = 238
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,other_reason,
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,Color,5
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,Language,No
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,Age,50-64
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,Gender,Male
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,Education,Ed3
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,Occupation,O4
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,1,0,inst,NULL,_REACTION_TIME_,8347
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,2,0,inst,NULL,_REACTION_TIME_,10788
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,14,0,introTraining.P,NULL,_REACTION_TIME_,2274
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
# 10. Field text.
# 11. Field correct text.
# 12. Field correct.
# 13. Html.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,who,Tetrahedron,Tetrahedron group,Cube group,False,train-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,what,military-base,military base,hotel,False,train-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,where,Gibbonland*,Gibbonland,Gibbonland,True,train-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,month,February,February,January,False,train-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,day,1*,1,1,True,train-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,time,1:00,1:00,11:00,False,train-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,ampm,AM,AM,PM,False,train-p.html
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,3,0,training.P,NULL,_REACTION_TIME_,10128
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,5,0,afterScen,NULL,_REACTION_TIME_,1168
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,15,0,introTraining.M,NULL,_REACTION_TIME_,26040
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
# 10. Field text.
# 11. Field correct text.
# 12. Field correct.
# 13. Html.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,who,Tetrahedron*,Tetrahedron group,Tetrahedron group,True,train-m.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,what,hotel,hotel,military base,False,train-m.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,where,Gibbonland,Gibbonland,Lemurland,False,train-m.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,month,February,February,March,False,train-m.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,day,1*,1,1,True,train-m.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,time,1:00,1:00,3:00,False,train-m.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,ampm,AM*,AM,AM,True,train-m.html
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,4,0,training.M,NULL,_REACTION_TIME_,12960
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,5,0,afterScen,NULL,_REACTION_TIME_,2343
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,1,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,2,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,3,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,4,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,5,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,6,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,7,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,8,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,9,2
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,10,2
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,11,2
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,12,2
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,6,0,trust-pre,NULL,_REACTION_TIME_,10680
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,16,0,introTest,NULL,_REACTION_TIME_,10847
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
# 10. Field text.
# 11. Field correct text.
# 12. Field correct.
# 13. Html.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,who,Rose,Rose group,Silver group,False,scen4-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,what,courthouse,a courthouse,a secular school,False,scen4-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,where,Omicronland*,Omicronland,Omicronland,True,scen4-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,month,January*,January,January,True,scen4-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,day,1*,1,1,True,scen4-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,time,2:00,2:00,9:00,False,scen4-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,ampm,PM,PM,AM,False,scen4-p.html
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,11,0,testing,p,_REACTION_TIME_,49681
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,5,0,afterScen,NULL,_REACTION_TIME_,5192
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,17,0,betweenTest,NULL,_REACTION_TIME_,2743
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
# 10. Field text.
# 11. Field correct text.
# 12. Field correct.
# 13. Html.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,who,Gold,Gold group,Violet group,False,scen1-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,what,dignitary-visiting,visiting dignitary,financial institution,False,scen1-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,where,Chiland,Chiland,Psiland,False,scen1-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,month,February,February,April,False,scen1-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,day,1,1,5,False,scen1-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,time,1:00,1:00,11:00,False,scen1-p.html
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,ampm,AM*,AM,AM,True,scen1-p.html
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,12,0,testing,p,_REACTION_TIME_,5483
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,5,0,afterScen,NULL,_REACTION_TIME_,2381
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,1,4
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,2,4
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,3,4
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,4,4
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,5,5
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,6,5
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,7,5
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,8,5
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,9,6
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,10,6
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,11,6
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,12,6
1543504501,7c07b138acac7caf36b630e2a90c13c6,FormC,13,0,trust-post,p,_REACTION_TIME_,11627
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,7,0,comments,NULL,comments,Describing scenarios here
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,7,0,comments,NULL,notes,Yes
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,7,0,comments,NULL,_REACTION_TIME_,12426
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,18,0,end.a,NULL,mental,5
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,18,0,end.a,NULL,physical,4
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,18,0,end.a,NULL,temp,3
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,18,0,end.a,NULL,success,2
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,18,0,end.a,NULL,perf,1
1543504501,7c07b138acac7caf36b630e2a90c13c6,Form,18,0,end.a,NULL,stress,21
